Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week
-0.7083550382906986,-0.5837433714447007,-0.5218138490603533,-0.7147981523028736,-0.4181991267298534,0.5136655066794568,-1.7165517907599608,-0.6304044426891943,-1.4968703793633076
-0.6500803113818768,-0.8000577710084132,2.865434452436569,-0.7147981523028736,1.0249912534082997,-2.0445023323993543,0.08902100370550288,1.5862832370504498,-0.497260228508727
-0.689826663581227,-0.8000577710084132,2.3861576657382764,-0.7147981523028736,1.0249912534082997,-2.119008888656846,0.775138665602379,1.5862832370504498,-0.497260228508727
-0.6931139558683913,-0.8000577710084132,1.6591647870386188,-0.7147981523028736,1.0249912534082997,-1.935532391088838,0.16124391548412143,1.5862832370504498,-0.497260228508727
-0.7286764815204414,-0.40542186925478463,-0.5218138490603533,-0.7147981523028736,-1.9947047472619999,0.5136655066794568,-1.4998830554241052,1.5862832370504498,-0.497260228508727
-0.7361476003549058,-0.8000577710084132,0.9469810225346952,-0.7147981523028736,1.0249912534082997,-1.9499741905396293,0.12513245959481215,1.5862832370504498,0.0025448469185633694
-0.6802636314731128,-0.5108215200337041,-0.5218138490603533,-0.7147981523028736,-0.540404763757681,0.5136655066794568,-0.8859883053058475,-0.6304044426891943,1.5019600732004343
-0.7212053626859771,-0.5439121080689463,-0.5218138490603533,-0.7147981523028736,-0.9810856972822708,0.5136655066794568,-0.7415424817486104,-0.6304044426891943,1.5019600732004343
0.6872499599872345,0.5964876018122692,-0.5218138490603533,0.5228447295651414,0.5557427683707108,0.5136655066794568,1.172364680384781,-0.6304044426891943,-0.9970653039360173
-0.6620341015170198,-0.8000577710084132,3.0889174484812782,-0.7147981523028736,1.0249912534082997,-2.133450688107637,1.425144871609946,-0.6304044426891943,1.002154997773144
0.969060562423228,0.6583792572115186,-0.5218138490603533,1.1416661704991486,0.6509679400807069,0.5136655066794568,-0.41653937874482694,-0.6304044426891943,0.5023499223458537
